Abundance	cluster	gene
10.962	Normal	UGT2B15
11.233	Normal	UGT2B15
10.475	Normal	UGT2B15
11.467	Normal	UGT2B15
11.299	Normal	UGT2B15
11.372	Normal	UGT2B15
11.367	Normal	UGT2B15
11.641	Normal	UGT2B15
11.182	Normal	UGT2B15
11.152	Normal	UGT2B15
11.542	Normal	UGT2B15
10.918	Normal	UGT2B15
11.322	Normal	UGT2B15
11.159	Normal	UGT2B15
10.572	Normal	UGT2B15
10.412	Normal	UGT2B15
11.46	Normal	UGT2B15
11.538	Normal	UGT2B15
10.701	Normal	UGT2B15
10.813	Normal	UGT2B15
10.816	Normal	UGT2B15
10.91	Normal	UGT2B15
11.479	Normal	UGT2B15
11.289	Normal	UGT2B15
11.342	Normal	UGT2B15
11.12	Normal	UGT2B15
10.958	Normal	UGT2B15
11.516	Normal	UGT2B15
11.678	Normal	UGT2B15
11.757	Normal	UGT2B15
11.055	Normal	UGT2B15
10.916	Normal	UGT2B15
10.871	Normal	UGT2B15
11.22	Normal	UGT2B15
11.258	Normal	UGT2B15
11.64	Normal	UGT2B15
11.051	Normal	UGT2B15
11.535	Normal	UGT2B15
10.765	Normal	UGT2B15
11.555	Normal	UGT2B15
11.069	Normal	UGT2B15
11.17	Normal	UGT2B15
11.5	Normal	UGT2B15
11.061	Normal	UGT2B15
11.657	Normal	UGT2B15
11.329	Normal	UGT2B15
11.411	Normal	UGT2B15
11.604	Normal	UGT2B15
11.238	Normal	UGT2B15
11.477	Normal	UGT2B15
11.299	Normal	UGT2B15
10.92	Normal	UGT2B15
11.277	Normal	UGT2B15
11.017	Normal	UGT2B15
11.529	Normal	UGT2B15
10.77	Normal	UGT2B15
10.688	Normal	UGT2B15
10.627	Normal	UGT2B15
11.386	Normal	UGT2B15
11.094	Normal	UGT2B15
11.399	Normal	UGT2B15
11.265	Normal	UGT2B15
10.773	Normal	UGT2B15
11.234	Normal	UGT2B15
11.209	Normal	UGT2B15
10.347	Normal	UGT2B15
11.048	Normal	UGT2B15
11.499	Normal	UGT2B15
11.012	Normal	UGT2B15
11.197	Normal	UGT2B15
10.924	Normal	UGT2B15
11.491	Normal	UGT2B15
11.078	Normal	UGT2B15
11.404	Normal	UGT2B15
11.678	Normal	UGT2B15
10.903	Normal	UGT2B15
10.902	Normal	UGT2B15
11.416	Normal	UGT2B15
10.816	Normal	UGT2B15
11.418	Normal	UGT2B15
11.365	Normal	UGT2B15
11.152	Normal	UGT2B15
11.214	Normal	UGT2B15
11.142	Normal	UGT2B15
10.751	Normal	UGT2B15
11.192	Normal	UGT2B15
10.786	Normal	UGT2B15
11.154	Normal	UGT2B15
10.716	Normal	UGT2B15
10.954	Normal	UGT2B15
10.724	Normal	UGT2B15
10.919	Normal	UGT2B15
11.499	Normal	UGT2B15
11.328	Normal	UGT2B15
11.334	Normal	UGT2B15
11.145	Normal	UGT2B15
11.876	Normal	UGT2B15
11.536	Normal	UGT2B15
10.63	Normal	UGT2B15
11.292	Normal	UGT2B15
11.365	Normal	UGT2B15
11.662	Normal	UGT2B15
11.308	Normal	UGT2B15
10.927	Normal	UGT2B15
10.967	Normal	UGT2B15
10.905	Normal	UGT2B15
11.382	Normal	UGT2B15
11.486	Normal	UGT2B15
10.73	Normal	UGT2B15
11.368	Normal	UGT2B15
11.436	Normal	UGT2B15
11.267	Normal	UGT2B15
10.734	Normal	UGT2B15
11.15	Normal	UGT2B15
11.063	Normal	UGT2B15
10.817	Normal	UGT2B15
10.657	Normal	UGT2B15
10.793	Normal	UGT2B15
11.439	Normal	UGT2B15
11.234	Normal	UGT2B15
10.5	Normal	UGT2B15
11.211	Normal	UGT2B15
10.697	Normal	UGT2B15
11.117	Normal	UGT2B15
11.309	Normal	UGT2B15
11.558	Normal	UGT2B15
11.233	Normal	UGT2B15
11.292	Normal	UGT2B15
10.777	Normal	UGT2B15
11.083	Normal	UGT2B15
10.857	Normal	UGT2B15
11.214	Normal	UGT2B15
11.237	Normal	UGT2B15
11.476	Normal	UGT2B15
11.086	Normal	UGT2B15
11.249	Normal	UGT2B15
11.435	Normal	UGT2B15
11.242	Normal	UGT2B15
11.256	Normal	UGT2B15
10.299	Normal	UGT2B15
11.223	Normal	UGT2B15
11.219	Normal	UGT2B15
11.247	Normal	UGT2B15
10.82	Normal	UGT2B15
11.089	Normal	UGT2B15
10.735	Normal	UGT2B15
10.667	Normal	UGT2B15
11.252	Normal	UGT2B15
10.736	Normal	UGT2B15
8.256	Tumor	UGT2B15
6.655	Tumor	UGT2B15
7.435	Tumor	UGT2B15
10.592	Tumor	UGT2B15
9.324	Tumor	UGT2B15
11.089	Tumor	UGT2B15
9.614	Tumor	UGT2B15
10.489	Tumor	UGT2B15
10.646	Tumor	UGT2B15
11.553	Tumor	UGT2B15
11.239	Tumor	UGT2B15
11.756	Tumor	UGT2B15
10.118	Tumor	UGT2B15
4.437	Tumor	UGT2B15
10.423	Tumor	UGT2B15
8.524	Tumor	UGT2B15
9.756	Tumor	UGT2B15
9.755	Tumor	UGT2B15
11.375	Tumor	UGT2B15
8.663	Tumor	UGT2B15
10.039	Tumor	UGT2B15
9.276	Tumor	UGT2B15
10.295	Tumor	UGT2B15
10.698	Tumor	UGT2B15
9.02	Tumor	UGT2B15
11.102	Tumor	UGT2B15
10.319	Tumor	UGT2B15
11.632	Tumor	UGT2B15
10.535	Tumor	UGT2B15
9.905	Tumor	UGT2B15
10.501	Tumor	UGT2B15
9.628	Tumor	UGT2B15
5.252	Tumor	UGT2B15
11.802	Tumor	UGT2B15
4.791	Tumor	UGT2B15
5.759	Tumor	UGT2B15
7.86	Tumor	UGT2B15
11.062	Tumor	UGT2B15
9.443	Tumor	UGT2B15
10.667	Tumor	UGT2B15
5.632	Tumor	UGT2B15
11.682	Tumor	UGT2B15
8.482	Tumor	UGT2B15
9.645	Tumor	UGT2B15
9.618	Tumor	UGT2B15
6.168	Tumor	UGT2B15
11.066	Tumor	UGT2B15
11.302	Tumor	UGT2B15
4.022	Tumor	UGT2B15
7.146	Tumor	UGT2B15
5.729	Tumor	UGT2B15
11.421	Tumor	UGT2B15
8.413	Tumor	UGT2B15
4.112	Tumor	UGT2B15
9.176	Tumor	UGT2B15
9.236	Tumor	UGT2B15
6.386	Tumor	UGT2B15
11.452	Tumor	UGT2B15
11.565	Tumor	UGT2B15
6.055	Tumor	UGT2B15
9.877	Tumor	UGT2B15
10.565	Tumor	UGT2B15
5.144	Tumor	UGT2B15
7.793	Tumor	UGT2B15
6.627	Tumor	UGT2B15
10.725	Tumor	UGT2B15
6.827	Tumor	UGT2B15
10.664	Tumor	UGT2B15
3.486	Tumor	UGT2B15
11.498	Tumor	UGT2B15
8.917	Tumor	UGT2B15
9.161	Tumor	UGT2B15
9.671	Tumor	UGT2B15
11.819	Tumor	UGT2B15
5.845	Tumor	UGT2B15
10.337	Tumor	UGT2B15
10.593	Tumor	UGT2B15
7.517	Tumor	UGT2B15
4.872	Tumor	UGT2B15
9.384	Tumor	UGT2B15
10.309	Tumor	UGT2B15
9.319	Tumor	UGT2B15
10.466	Tumor	UGT2B15
10.655	Tumor	UGT2B15
10.603	Tumor	UGT2B15
9.833	Tumor	UGT2B15
10.136	Tumor	UGT2B15
10.018	Tumor	UGT2B15
10.834	Tumor	UGT2B15
6.394	Tumor	UGT2B15
9.825	Tumor	UGT2B15
6.393	Tumor	UGT2B15
11.378	Tumor	UGT2B15
11.001	Tumor	UGT2B15
8.364	Tumor	UGT2B15
11.571	Tumor	UGT2B15
9.506	Tumor	UGT2B15
11.427	Tumor	UGT2B15
4.058	Tumor	UGT2B15
8.249	Tumor	UGT2B15
11.128	Tumor	UGT2B15
8.996	Tumor	UGT2B15
8.444	Tumor	UGT2B15
11.27	Tumor	UGT2B15
10.907	Tumor	UGT2B15
10.835	Tumor	UGT2B15
12.164	Tumor	UGT2B15
10.838	Tumor	UGT2B15
10.765	Tumor	UGT2B15
9.543	Tumor	UGT2B15
5.039	Tumor	UGT2B15
11.636	Tumor	UGT2B15
10.504	Tumor	UGT2B15
7.087	Tumor	UGT2B15
9.249	Tumor	UGT2B15
6.595	Tumor	UGT2B15
11.363	Tumor	UGT2B15
11.181	Tumor	UGT2B15
8.883	Tumor	UGT2B15
9.891	Tumor	UGT2B15
8.74	Tumor	UGT2B15
10.897	Tumor	UGT2B15
8.275	Tumor	UGT2B15
11.033	Tumor	UGT2B15
10.952	Tumor	UGT2B15
9.102	Tumor	UGT2B15
9.985	Tumor	UGT2B15
7.145	Tumor	UGT2B15
8.086	Tumor	UGT2B15
5.904	Tumor	UGT2B15
11.139	Tumor	UGT2B15
9.679	Tumor	UGT2B15
6.393	Tumor	UGT2B15
3.766	Tumor	UGT2B15
10.813	Tumor	UGT2B15
4.092	Tumor	UGT2B15
10.912	Tumor	UGT2B15
11.52	Tumor	UGT2B15
10.634	Tumor	UGT2B15
9.058	Tumor	UGT2B15
7.311	Tumor	UGT2B15
10.692	Tumor	UGT2B15
10.653	Tumor	UGT2B15
9.977	Tumor	UGT2B15
9.376	Tumor	UGT2B15
11.244	Tumor	UGT2B15
8.092	Tumor	UGT2B15
11.915	Tumor	UGT2B15
3.887	Tumor	UGT2B15
11.153	Tumor	UGT2B15
9.529	Tumor	UGT2B15
10.654	Tumor	UGT2B15
9.82	Tumor	UGT2B15
9.037	Tumor	UGT2B15
10.307	Tumor	UGT2B15
9.968	Tumor	UGT2B15
11.486	Tumor	UGT2B15
11.23	Tumor	UGT2B15
9.559	Tumor	UGT2B15
11.589	Tumor	UGT2B15
11.721	Tumor	UGT2B15
6.177	Tumor	UGT2B15
10.733	Tumor	UGT2B15
12.13	Tumor	UGT2B15
6.103	Tumor	UGT2B15
9.083	Tumor	UGT2B15
10.472	Tumor	UGT2B15
11.319	Tumor	UGT2B15
12.044	Tumor	UGT2B15
9.102	Tumor	UGT2B15
10.571	Tumor	UGT2B15
5.843	Tumor	UGT2B15
8.72	Tumor	UGT2B15
8.686	Tumor	UGT2B15
10.315	Tumor	UGT2B15
10.484	Tumor	UGT2B15
10.276	Tumor	UGT2B15
11.496	Tumor	UGT2B15
11.589	Tumor	UGT2B15
8.536	Tumor	UGT2B15
10.551	Tumor	UGT2B15
10.832	Tumor	UGT2B15
9.699	Tumor	UGT2B15
9.716	Tumor	UGT2B15
11.41	Tumor	UGT2B15
9.056	Tumor	UGT2B15
8.387	Tumor	UGT2B15
7.195	Tumor	UGT2B15
9.989	Tumor	UGT2B15
6.328	Tumor	UGT2B15
10.437	Tumor	UGT2B15
11.71	Tumor	UGT2B15
11.354	Tumor	UGT2B15
11.683	Tumor	UGT2B15
8.956	Tumor	UGT2B15
10.905	Tumor	UGT2B15
9.878	Tumor	UGT2B15
4.846	Tumor	UGT2B15
10.551	Tumor	UGT2B15
9.667	Tumor	UGT2B15
9.685	Tumor	UGT2B15
7.347	Tumor	UGT2B15
10.563	Tumor	UGT2B15
9.583	Tumor	UGT2B15
10.24	Tumor	UGT2B15
4.309	Tumor	UGT2B15
10.156	Tumor	UGT2B15
8.6	Tumor	UGT2B15
7.946	Tumor	UGT2B15
10.782	Tumor	UGT2B15
10.669	Tumor	UGT2B15
9.712	Tumor	UGT2B15
12.108	Tumor	UGT2B15
8.977	Tumor	UGT2B15
10.646	Tumor	UGT2B15
7.521	Tumor	UGT2B15
8.706	Tumor	UGT2B15
5.422	Tumor	UGT2B15
11.192	Tumor	UGT2B15
9.058	Tumor	UGT2B15
9.59	Tumor	UGT2B15
5.655	Tumor	UGT2B15
6.259	Tumor	UGT2B15
11.743	Tumor	UGT2B15
4.982	Tumor	UGT2B15
6.358	Normal	SERPINE1
6.676	Normal	SERPINE1
8.18	Normal	SERPINE1
10.156	Normal	SERPINE1
7.24	Normal	SERPINE1
5.946	Normal	SERPINE1
7.615	Normal	SERPINE1
5.584	Normal	SERPINE1
7.698	Normal	SERPINE1
8.379	Normal	SERPINE1
9.293	Normal	SERPINE1
6.703	Normal	SERPINE1
8.326	Normal	SERPINE1
5.785	Normal	SERPINE1
7.158	Normal	SERPINE1
6.985	Normal	SERPINE1
5.686	Normal	SERPINE1
7.987	Normal	SERPINE1
6.545	Normal	SERPINE1
5.093	Normal	SERPINE1
5.585	Normal	SERPINE1
7.264	Normal	SERPINE1
8.339	Normal	SERPINE1
10.138	Normal	SERPINE1
5.976	Normal	SERPINE1
9.112	Normal	SERPINE1
8.951	Normal	SERPINE1
8.439	Normal	SERPINE1
8.299	Normal	SERPINE1
9.147	Normal	SERPINE1
8.1	Normal	SERPINE1
8.96	Normal	SERPINE1
7.667	Normal	SERPINE1
7.711	Normal	SERPINE1
7.2	Normal	SERPINE1
7.405	Normal	SERPINE1
8.517	Normal	SERPINE1
8.898	Normal	SERPINE1
9.451	Normal	SERPINE1
7.239	Normal	SERPINE1
8.989	Normal	SERPINE1
10.458	Normal	SERPINE1
8.727	Normal	SERPINE1
7.89	Normal	SERPINE1
8.635	Normal	SERPINE1
6.534	Normal	SERPINE1
8.453	Normal	SERPINE1
9.398	Normal	SERPINE1
9.153	Normal	SERPINE1
7.654	Normal	SERPINE1
8.449	Normal	SERPINE1
9.691	Normal	SERPINE1
8.765	Normal	SERPINE1
6.555	Normal	SERPINE1
7.686	Normal	SERPINE1
8.965	Normal	SERPINE1
9.92	Normal	SERPINE1
7.473	Normal	SERPINE1
8.233	Normal	SERPINE1
11.656	Normal	SERPINE1
5.403	Normal	SERPINE1
6.985	Normal	SERPINE1
6.132	Normal	SERPINE1
10.239	Normal	SERPINE1
6.026	Normal	SERPINE1
8.419	Normal	SERPINE1
7.771	Normal	SERPINE1
7.952	Normal	SERPINE1
6.95	Normal	SERPINE1
7.699	Normal	SERPINE1
5.235	Normal	SERPINE1
9.426	Normal	SERPINE1
6.008	Normal	SERPINE1
8.518	Normal	SERPINE1
5.845	Normal	SERPINE1
7.549	Normal	SERPINE1
7.611	Normal	SERPINE1
8.705	Normal	SERPINE1
7.707	Normal	SERPINE1
5.919	Normal	SERPINE1
7.687	Normal	SERPINE1
8.878	Normal	SERPINE1
7.165	Normal	SERPINE1
7.613	Normal	SERPINE1
6.573	Normal	SERPINE1
8.804	Normal	SERPINE1
7.925	Normal	SERPINE1
9.752	Normal	SERPINE1
6.919	Normal	SERPINE1
8.934	Normal	SERPINE1
6.228	Normal	SERPINE1
9.13	Normal	SERPINE1
9.246	Normal	SERPINE1
7.559	Normal	SERPINE1
8.877	Normal	SERPINE1
6.797	Normal	SERPINE1
8.667	Normal	SERPINE1
6.399	Normal	SERPINE1
10.489	Normal	SERPINE1
6.694	Normal	SERPINE1
5.522	Normal	SERPINE1
7.554	Normal	SERPINE1
7.102	Normal	SERPINE1
9.578	Normal	SERPINE1
6.555	Normal	SERPINE1
9.193	Normal	SERPINE1
5.513	Normal	SERPINE1
8.479	Normal	SERPINE1
6.695	Normal	SERPINE1
6.219	Normal	SERPINE1
7.927	Normal	SERPINE1
9.473	Normal	SERPINE1
9.611	Normal	SERPINE1
9.406	Normal	SERPINE1
8.947	Normal	SERPINE1
7.322	Normal	SERPINE1
8.507	Normal	SERPINE1
6.702	Normal	SERPINE1
9.831	Normal	SERPINE1
10.226	Normal	SERPINE1
8.21	Normal	SERPINE1
9.566	Normal	SERPINE1
8.507	Normal	SERPINE1
6.567	Normal	SERPINE1
7.757	Normal	SERPINE1
9.511	Normal	SERPINE1
6.67	Normal	SERPINE1
7.78	Normal	SERPINE1
9.636	Normal	SERPINE1
8.527	Normal	SERPINE1
7.575	Normal	SERPINE1
8.83	Normal	SERPINE1
7.974	Normal	SERPINE1
8.871	Normal	SERPINE1
8.759	Normal	SERPINE1
9.058	Normal	SERPINE1
8.495	Normal	SERPINE1
8.904	Normal	SERPINE1
9.383	Normal	SERPINE1
8.042	Normal	SERPINE1
6.289	Normal	SERPINE1
9.095	Normal	SERPINE1
8.919	Normal	SERPINE1
5.752	Normal	SERPINE1
10.387	Normal	SERPINE1
8.615	Normal	SERPINE1
9.204	Normal	SERPINE1
7.911	Normal	SERPINE1
10.172	Normal	SERPINE1
7.812	Normal	SERPINE1
6.825	Normal	SERPINE1
9.727	Normal	SERPINE1
7.716	Normal	SERPINE1
6.238	Normal	SERPINE1
7.654	Normal	SERPINE1
7.213	Normal	SERPINE1
7.141	Normal	SERPINE1
7.935	Normal	SERPINE1
9.146	Normal	SERPINE1
5.502	Normal	SERPINE1
6.856	Normal	SERPINE1
9.471	Normal	SERPINE1
8.605	Normal	SERPINE1
8.335	Normal	SERPINE1
7.131	Normal	SERPINE1
6.12	Normal	SERPINE1
9.475	Normal	SERPINE1
8.784	Normal	SERPINE1
8.528	Normal	SERPINE1
6.847	Normal	SERPINE1
8.911	Normal	SERPINE1
7.007	Normal	SERPINE1
7.291	Normal	SERPINE1
8.558	Normal	SERPINE1
8.583	Normal	SERPINE1
6.789	Normal	SERPINE1
7.787	Normal	SERPINE1
7.765	Normal	SERPINE1
6.97	Normal	SERPINE1
8.615	Normal	SERPINE1
7.002	Normal	SERPINE1
8.001	Normal	SERPINE1
9.27	Normal	SERPINE1
7.395	Normal	SERPINE1
7.7	Normal	SERPINE1
7.934	Normal	SERPINE1
7.328	Normal	SERPINE1
7.592	Normal	SERPINE1
6.167	Normal	SERPINE1
6.477	Normal	SERPINE1
6.844	Normal	SERPINE1
7.522	Normal	SERPINE1
5.272	Normal	SERPINE1
6.127	Normal	SERPINE1
7.067	Normal	SERPINE1
8.012	Normal	SERPINE1
7.888	Normal	SERPINE1
7.705	Normal	SERPINE1
8.832	Normal	SERPINE1
8.467	Normal	SERPINE1
6.367	Normal	SERPINE1
6.823	Normal	SERPINE1
8.743	Normal	SERPINE1
8.672	Normal	SERPINE1
7.773	Normal	SERPINE1
7.985	Normal	SERPINE1
6.691	Normal	SERPINE1
5.24	Normal	SERPINE1
6.993	Normal	SERPINE1
5.642	Normal	SERPINE1
5.658	Normal	SERPINE1
6.939	Normal	SERPINE1
9.343	Normal	SERPINE1
6.956	Normal	SERPINE1
9.219	Normal	SERPINE1
5.557	Normal	SERPINE1
9.17	Normal	SERPINE1
6.733	Normal	SERPINE1
8.984	Normal	SERPINE1
7.855	Normal	SERPINE1
8.923	Tumor	SERPINE1
6.327	Tumor	SERPINE1
5.138	Tumor	SERPINE1
6.22	Tumor	SERPINE1
5.594	Tumor	SERPINE1
6.311	Tumor	SERPINE1
6.338	Tumor	SERPINE1
7.311	Tumor	SERPINE1
5.705	Tumor	SERPINE1
6.446	Tumor	SERPINE1
6.875	Tumor	SERPINE1
6.856	Tumor	SERPINE1
9.669	Tumor	SERPINE1
6.164	Tumor	SERPINE1
4.833	Tumor	SERPINE1
7.775	Tumor	SERPINE1
5.388	Tumor	SERPINE1
9.179	Tumor	SERPINE1
5.91	Tumor	SERPINE1
4.921	Tumor	SERPINE1
7.18	Tumor	SERPINE1
8.652	Tumor	SERPINE1
7.223	Tumor	SERPINE1
7.045	Tumor	SERPINE1
5.768	Tumor	SERPINE1
6.409	Tumor	SERPINE1
7.143	Tumor	SERPINE1
5.3	Tumor	SERPINE1
6.492	Tumor	SERPINE1
5.05	Tumor	SERPINE1
7.043	Tumor	SERPINE1
7.973	Tumor	SERPINE1
9.586	Tumor	SERPINE1
5.186	Tumor	SERPINE1
7.597	Tumor	SERPINE1
8.653	Tumor	SERPINE1
8.722	Tumor	SERPINE1
6.956	Tumor	SERPINE1
4.83	Tumor	SERPINE1
7.396	Tumor	SERPINE1
5.459	Tumor	SERPINE1
6.328	Tumor	SERPINE1
8.933	Tumor	SERPINE1
5.406	Tumor	SERPINE1
5.986	Tumor	SERPINE1
8.279	Tumor	SERPINE1
9.545	Tumor	SERPINE1
6.452	Tumor	SERPINE1
5.389	Tumor	SERPINE1
9.5	Tumor	SERPINE1
5.931	Tumor	SERPINE1
6.435	Tumor	SERPINE1
5.721	Tumor	SERPINE1
5.569	Tumor	SERPINE1
10.236	Tumor	SERPINE1
5.662	Tumor	SERPINE1
8.674	Tumor	SERPINE1
6.018	Tumor	SERPINE1
7.912	Tumor	SERPINE1
8.667	Tumor	SERPINE1
4.778	Tumor	SERPINE1
6.253	Tumor	SERPINE1
8.653	Tumor	SERPINE1
10.254	Tumor	SERPINE1
8.344	Tumor	SERPINE1
5.708	Tumor	SERPINE1
5.297	Tumor	SERPINE1
7.637	Tumor	SERPINE1
8.315	Tumor	SERPINE1
5.858	Tumor	SERPINE1
5.899	Tumor	SERPINE1
4.999	Tumor	SERPINE1
8.734	Tumor	SERPINE1
5.82	Tumor	SERPINE1
4.885	Tumor	SERPINE1
10.323	Tumor	SERPINE1
5.962	Tumor	SERPINE1
5.507	Tumor	SERPINE1
6.019	Tumor	SERPINE1
5.164	Tumor	SERPINE1
7.93	Tumor	SERPINE1
7.866	Tumor	SERPINE1
6.798	Tumor	SERPINE1
7.055	Tumor	SERPINE1
5.288	Tumor	SERPINE1
8.109	Tumor	SERPINE1
7.906	Tumor	SERPINE1
8.169	Tumor	SERPINE1
9.526	Tumor	SERPINE1
10.141	Tumor	SERPINE1
11.938	Tumor	SERPINE1
8.724	Tumor	SERPINE1
6.208	Tumor	SERPINE1
6.748	Tumor	SERPINE1
8.041	Tumor	SERPINE1
7.406	Tumor	SERPINE1
6.315	Tumor	SERPINE1
5.871	Tumor	SERPINE1
7.219	Tumor	SERPINE1
5.202	Tumor	SERPINE1
5.515	Tumor	SERPINE1
9.121	Tumor	SERPINE1
5.61	Tumor	SERPINE1
6.135	Tumor	SERPINE1
4.727	Tumor	SERPINE1
4.937	Tumor	SERPINE1
6.9	Tumor	SERPINE1
8.914	Tumor	SERPINE1
6.326	Tumor	SERPINE1
10.558	Tumor	SERPINE1
5.385	Tumor	SERPINE1
8.337	Tumor	SERPINE1
5.863	Tumor	SERPINE1
5.086	Tumor	SERPINE1
5.547	Tumor	SERPINE1
7.168	Tumor	SERPINE1
8.579	Tumor	SERPINE1
8.786	Tumor	SERPINE1
6.86	Tumor	SERPINE1
7.713	Tumor	SERPINE1
9.509	Tumor	SERPINE1
4.859	Tumor	SERPINE1
7.904	Tumor	SERPINE1
5.93	Tumor	SERPINE1
6.561	Tumor	SERPINE1
6.407	Tumor	SERPINE1
4.349	Tumor	SERPINE1
8.78	Tumor	SERPINE1
6.258	Tumor	SERPINE1
9.228	Tumor	SERPINE1
5.195	Tumor	SERPINE1
5.725	Tumor	SERPINE1
4.571	Tumor	SERPINE1
9.555	Tumor	SERPINE1
8.601	Tumor	SERPINE1
6.942	Tumor	SERPINE1
4.278	Tumor	SERPINE1
4.513	Tumor	SERPINE1
8.289	Tumor	SERPINE1
9.442	Tumor	SERPINE1
5.229	Tumor	SERPINE1
7.41	Tumor	SERPINE1
4.911	Tumor	SERPINE1
7.553	Tumor	SERPINE1
4.498	Tumor	SERPINE1
5.919	Tumor	SERPINE1
7.064	Tumor	SERPINE1
4.884	Tumor	SERPINE1
6.062	Tumor	SERPINE1
7.049	Tumor	SERPINE1
7.266	Tumor	SERPINE1
5.88	Tumor	SERPINE1
7.721	Tumor	SERPINE1
6.66	Tumor	SERPINE1
5.359	Tumor	SERPINE1
5.906	Tumor	SERPINE1
5.275	Tumor	SERPINE1
6.763	Tumor	SERPINE1
7.341	Tumor	SERPINE1
9.551	Tumor	SERPINE1
6.667	Tumor	SERPINE1
8.784	Tumor	SERPINE1
8.079	Tumor	SERPINE1
6.488	Tumor	SERPINE1
5.459	Tumor	SERPINE1
6.906	Tumor	SERPINE1
5.955	Tumor	SERPINE1
4.981	Tumor	SERPINE1
6.908	Tumor	SERPINE1
8.315	Tumor	SERPINE1
7.415	Tumor	SERPINE1
7.787	Tumor	SERPINE1
6.216	Tumor	SERPINE1
6.005	Tumor	SERPINE1
6.013	Tumor	SERPINE1
6.934	Tumor	SERPINE1
6.334	Tumor	SERPINE1
7.129	Tumor	SERPINE1
6.261	Tumor	SERPINE1
4.945	Tumor	SERPINE1
6.509	Tumor	SERPINE1
7.642	Tumor	SERPINE1
7.069	Tumor	SERPINE1
7.153	Tumor	SERPINE1
7.622	Tumor	SERPINE1
8.299	Tumor	SERPINE1
5.569	Tumor	SERPINE1
6.487	Tumor	SERPINE1
8.051	Tumor	SERPINE1
6.984	Tumor	SERPINE1
8.888	Tumor	SERPINE1
9.307	Tumor	SERPINE1
6.875	Tumor	SERPINE1
5.417	Tumor	SERPINE1
8.844	Tumor	SERPINE1
6.789	Tumor	SERPINE1
6.035	Tumor	SERPINE1
5.532	Tumor	SERPINE1
6.652	Tumor	SERPINE1
9.251	Tumor	SERPINE1
8.632	Tumor	SERPINE1
10.107	Tumor	SERPINE1
7.702	Tumor	SERPINE1
6.202	Tumor	SERPINE1
9.772	Tumor	SERPINE1
7.298	Tumor	SERPINE1
5.209	Tumor	SERPINE1
4.994	Tumor	SERPINE1
5.228	Tumor	SERPINE1
5.201	Tumor	SERPINE1
5.619	Tumor	SERPINE1
4.52	Tumor	SERPINE1
5.755	Tumor	SERPINE1
6.542	Tumor	SERPINE1
4.8	Tumor	SERPINE1
7.242	Tumor	SERPINE1
9.597	Tumor	SERPINE1
6.669	Tumor	SERPINE1
6.075	Tumor	SERPINE1
6.725	Tumor	SERPINE1
5.599	Tumor	SERPINE1
4.611	Tumor	SERPINE1
8.479	Tumor	SERPINE1
5.782	Tumor	SERPINE1
4.806	Tumor	SERPINE1
5.536	Normal	RABIF
5.175	Normal	RABIF
5.064	Normal	RABIF
5.197	Normal	RABIF
5.219	Normal	RABIF
5.864	Normal	RABIF
4.703	Normal	RABIF
6.7	Normal	RABIF
5.209	Normal	RABIF
4.953	Normal	RABIF
5.357	Normal	RABIF
5.095	Normal	RABIF
4.981	Normal	RABIF
5.455	Normal	RABIF
4.914	Normal	RABIF
5.132	Normal	RABIF
4.87	Normal	RABIF
5.332	Normal	RABIF
4.946	Normal	RABIF
4.805	Normal	RABIF
4.731	Normal	RABIF
5.18	Normal	RABIF
4.61	Normal	RABIF
5.065	Normal	RABIF
4.349	Normal	RABIF
5.336	Normal	RABIF
4.872	Normal	RABIF
4.889	Normal	RABIF
5.001	Normal	RABIF
5.072	Normal	RABIF
4.701	Normal	RABIF
4.622	Normal	RABIF
5.582	Normal	RABIF
5.032	Normal	RABIF
4.973	Normal	RABIF
5.18	Normal	RABIF
5.074	Normal	RABIF
5.688	Normal	RABIF
5.255	Normal	RABIF
5.263	Normal	RABIF
4.71	Normal	RABIF
5.336	Normal	RABIF
5.526	Normal	RABIF
5.349	Normal	RABIF
4.597	Normal	RABIF
5.122	Normal	RABIF
4.716	Normal	RABIF
5.043	Normal	RABIF
5.105	Normal	RABIF
4.721	Normal	RABIF
5.27	Normal	RABIF
4.88	Normal	RABIF
5.107	Normal	RABIF
4.473	Normal	RABIF
5.467	Normal	RABIF
4.2	Normal	RABIF
4.689	Normal	RABIF
5.377	Normal	RABIF
4.788	Normal	RABIF
5.393	Normal	RABIF
4.877	Normal	RABIF
5.212	Normal	RABIF
5.449	Normal	RABIF
4.898	Normal	RABIF
4.948	Normal	RABIF
4.736	Normal	RABIF
5.243	Normal	RABIF
4.953	Normal	RABIF
5.21	Normal	RABIF
5.345	Normal	RABIF
4.889	Normal	RABIF
4.818	Normal	RABIF
5.652	Normal	RABIF
4.686	Normal	RABIF
4.544	Normal	RABIF
4.97	Normal	RABIF
4.916	Normal	RABIF
5.066	Normal	RABIF
5.44	Normal	RABIF
5.03	Normal	RABIF
5.247	Normal	RABIF
4.992	Normal	RABIF
5.352	Normal	RABIF
4.898	Normal	RABIF
4.889	Normal	RABIF
5.071	Normal	RABIF
5.235	Normal	RABIF
5.341	Normal	RABIF
4.848	Normal	RABIF
5.405	Normal	RABIF
4.927	Normal	RABIF
4.68	Normal	RABIF
5.446	Normal	RABIF
4.846	Normal	RABIF
5.06	Normal	RABIF
5.745	Normal	RABIF
